code,label,n_conditions,features_used,axes_used,n_axes,n_pairs,prevalence,mort_t,mort_c,diff,ci_lo,ci_hi,p_perm,score,hb_mean,hb_p50,q_fdr,diff_pp,ci_lo_pp,ci_hi_pp,abs_diff_pp,robust
R196-408-473,glucose_lab_std <= q0.35 (0) AND platelets_slope <= q0.35 (-0.07924) AND resp_rate_max <= q0.35 (20),3,"glucose_lab_std,platelets_slope,resp_rate_max","other,organ_failure,respiratory",3,1443,0.11402607664954563,0.1683991683991684,0.4802494802494803,-0.31185031185031187,-0.3440580847251331,-0.27964253897549063,2.6120185471392404e-80,137.4160110145833,8.414760914760915,8.0,6.312378155586497e-78,-31.185031185031185,-34.405808472513314,-27.964253897549064,31.185031185031185,True
R195-408-473,glucose_lab_std <= q0.20 (0) AND platelets_slope <= q0.35 (-0.07924) AND resp_rate_max <= q0.35 (20),3,"glucose_lab_std,platelets_slope,resp_rate_max","other,organ_failure,respiratory",3,1443,0.11402607664954563,0.1683991683991684,0.4802494802494803,-0.31185031185031187,-0.3440580847251331,-0.27964253897549063,2.6120185471392404e-80,137.4160110145833,8.414760914760915,8.0,6.312378155586497e-78,-31.185031185031185,-34.405808472513314,-27.964253897549064,31.185031185031185,True
R196-261-473,glucose_lab_std <= q0.35 (0) AND hemoglobin_slope <= q0.35 (-0.006063) AND resp_rate_max <= q0.35 (20),3,"glucose_lab_std,hemoglobin_slope,resp_rate_max","other,anemia,respiratory",3,1367,0.10802054523903595,0.16825164594001463,0.4879297732260424,-0.3196781272860278,-0.35277532689580093,-0.28658092767625465,6.312912934384046e-80,137.10559218691503,8.101389904901243,7.9,1.4082651930549027e-77,-31.96781272860278,-35.27753268958009,-28.658092767625465,31.96781272860278,True
R195-261-473,glucose_lab_std <= q0.20 (0) AND hemoglobin_slope <= q0.35 (-0.006063) AND resp_rate_max <= q0.35 (20),3,"glucose_lab_std,hemoglobin_slope,resp_rate_max","other,anemia,respiratory",3,1367,0.10802054523903595,0.16825164594001463,0.4879297732260424,-0.3196781272860278,-0.35277532689580093,-0.28658092767625465,6.312912934384046e-80,137.10559218691503,8.101389904901243,7.9,1.4082651930549027e-77,-31.96781272860278,-35.27753268958009,-28.658092767625465,31.96781272860278,True
R195-233-408,glucose_lab_std <= q0.20 (0) AND heart_rate_median <= q0.35 (70) AND platelets_slope <= q0.35 (-0.07924),3,"glucose_lab_std,heart_rate_median,platelets_slope","other,perfusion,organ_failure",3,1495,0.11813512445673646,0.1806020066889632,0.4836120401337793,-0.3030100334448161,-0.33497852917907456,-0.2710415377105576,4.873454292931504e-77,135.90505007339317,8.367023411371237,8.0,6.144790195435375e-75,-30.301003344481607,-33.49785291790746,-27.10415377105576,30.301003344481607,True
R195-232-408,glucose_lab_std <= q0.20 (0) AND heart_rate_median <= q0.20 (70) AND platelets_slope <= q0.35 (-0.07924),3,"glucose_lab_std,heart_rate_median,platelets_slope","other,perfusion,organ_failure",3,1495,0.11813512445673646,0.1806020066889632,0.4836120401337793,-0.3030100334448161,-0.33497852917907456,-0.2710415377105576,4.873454292931504e-77,135.90505007339317,8.367023411371237,8.0,6.144790195435375e-75,-30.301003344481607,-33.49785291790746,-27.10415377105576,30.301003344481607,True
R196-232-408,glucose_lab_std <= q0.35 (0) AND heart_rate_median <= q0.20 (70) AND platelets_slope <= q0.35 (-0.07924),3,"glucose_lab_std,heart_rate_median,platelets_slope","other,perfusion,organ_failure",3,1495,0.11813512445673646,0.1806020066889632,0.4836120401337793,-0.3030100334448161,-0.33497852917907456,-0.2710415377105576,4.873454292931504e-77,135.90505007339317,8.367023411371237,8.0,6.144790195435375e-75,-30.301003344481607,-33.49785291790746,-27.10415377105576,30.301003344481607,True
R196-233-408,glucose_lab_std <= q0.35 (0) AND heart_rate_median <= q0.35 (70) AND platelets_slope <= q0.35 (-0.07924),3,"glucose_lab_std,heart_rate_median,platelets_slope","other,perfusion,organ_failure",3,1495,0.11813512445673646,0.1806020066889632,0.4836120401337793,-0.3030100334448161,-0.33497852917907456,-0.2710415377105576,4.873454292931504e-77,135.90505007339317,8.367023411371237,8.0,6.144790195435375e-75,-30.301003344481607,-33.49785291790746,-27.10415377105576,30.301003344481607,True
R195-233-261,glucose_lab_std <= q0.20 (0) AND heart_rate_median <= q0.35 (70) AND hemoglobin_slope <= q0.35 (-0.006063),3,"glucose_lab_std,heart_rate_median,hemoglobin_slope","other,perfusion,anemia",3,1471,0.11623864085341762,0.1876274643099932,0.4928619986403807,-0.3052345343303875,-0.33765086490556584,-0.27281820375520915,4.709596782510183e-76,135.79944463742893,8.052957171991844,7.9,5.058455803436863e-74,-30.52345343303875,-33.765086490556584,-27.281820375520915,30.52345343303875,True
R196-232-261,glucose_lab_std <= q0.35 (0) AND heart_rate_median <= q0.20 (70) AND hemoglobin_slope <= q0.35 (-0.006063),3,"glucose_lab_std,heart_rate_median,hemoglobin_slope","other,perfusion,anemia",3,1471,0.11623864085341762,0.1876274643099932,0.4928619986403807,-0.3052345343303875,-0.33765086490556584,-0.27281820375520915,4.709596782510183e-76,135.79944463742893,8.052957171991844,7.9,5.058455803436863e-74,-30.52345343303875,-33.765086490556584,-27.281820375520915,30.52345343303875,True
R196-233-261,glucose_lab_std <= q0.35 (0) AND heart_rate_median <= q0.35 (70) AND hemoglobin_slope <= q0.35 (-0.006063),3,"glucose_lab_std,heart_rate_median,hemoglobin_slope","other,perfusion,anemia",3,1471,0.11623864085341762,0.1876274643099932,0.4928619986403807,-0.3052345343303875,-0.33765086490556584,-0.27281820375520915,4.709596782510183e-76,135.79944463742893,8.052957171991844,7.9,5.058455803436863e-74,-30.52345343303875,-33.765086490556584,-27.281820375520915,30.52345343303875,True
R195-232-261,glucose_lab_std <= q0.20 (0) AND heart_rate_median <= q0.20 (70) AND hemoglobin_slope <= q0.35 (-0.006063),3,"glucose_lab_std,heart_rate_median,hemoglobin_slope","other,perfusion,anemia",3,1471,0.11623864085341762,0.1876274643099932,0.4928619986403807,-0.3052345343303875,-0.33765086490556584,-0.27281820375520915,4.709596782510183e-76,135.79944463742893,8.052957171991844,7.9,5.058455803436863e-74,-30.52345343303875,-33.765086490556584,-27.281820375520915,30.52345343303875,True
R195-260-352,glucose_lab_std <= q0.20 (0) AND hemoglobin_slope <= q0.20 (-0.01479) AND mbp_median > q0.65 (89),3,"glucose_lab_std,hemoglobin_slope,mbp_median","other,anemia,perfusion",3,1079,0.0852627419992098,0.164967562557924,0.5199258572752549,-0.35495829471733087,-0.3920947647061271,-0.31782182472853465,2.6102936644201004e-78,135.25273031082895,7.912789620018535,7.8,3.8986598625772865e-76,-35.49582947173309,-39.20947647061271,-31.782182472853464,35.49582947173309,True
R196-260-352,glucose_lab_std <= q0.35 (0) AND hemoglobin_slope <= q0.20 (-0.01479) AND mbp_median > q0.65 (89),3,"glucose_lab_std,hemoglobin_slope,mbp_median","other,anemia,perfusion",3,1079,0.0852627419992098,0.164967562557924,0.5199258572752549,-0.35495829471733087,-0.3920947647061271,-0.31782182472853465,2.6102936644201004e-78,135.25273031082895,7.912789620018535,7.8,3.8986598625772865e-76,-35.49582947173309,-39.20947647061271,-31.782182472853464,35.49582947173309,True
R196-284-473,glucose_lab_std <= q0.35 (0) AND lactate_slope > q0.65 (0.0002952) AND resp_rate_max <= q0.35 (20),3,"glucose_lab_std,lactate_slope,resp_rate_max","other,perfusion,respiratory",3,1590,0.12564203871987356,0.18553459119496854,0.47735849056603774,-0.29182389937106923,-0.322934784582725,-0.26071301415941345,1.7311468069924969e-75,134.98248141632374,9.051949685534591,8.3,1.7311468069924967e-73,-29.182389937106922,-32.2934784582725,-26.071301415941345,29.182389937106922,True
R195-284-473,glucose_lab_std <= q0.20 (0) AND lactate_slope > q0.65 (0.0002952) AND resp_rate_max <= q0.35 (20),3,"glucose_lab_std,lactate_slope,resp_rate_max","other,perfusion,respiratory",3,1590,0.12564203871987356,0.18553459119496854,0.47735849056603774,-0.29182389937106923,-0.322934784582725,-0.26071301415941345,1.7311468069924969e-75,134.98248141632374,9.051949685534591,8.3,1.7311468069924967e-73,-29.182389937106922,-32.2934784582725,-26.071301415941345,29.182389937106922,True
R157-196-407,dbp_delta <= q0.35 (-8.606) AND glucose_lab_std <= q0.35 (0) AND platelets_slope <= q0.20 (-0.2575),3,"dbp_delta,glucose_lab_std,platelets_slope","perfusion,other,organ_failure",3,1159,0.09158435401027262,0.15530629853321828,0.4969801553062985,-0.34167385677308026,-0.37721879573691713,-0.3061289178092434,3.5231363121379874e-79,134.930912434048,8.331578947368422,8.0,6.4231974431277516e-77,-34.167385677308026,-37.721879573691716,-30.61289178092434,34.167385677308026,True
R157-195-407,dbp_delta <= q0.35 (-8.606) AND glucose_lab_std <= q0.20 (0) AND platelets_slope <= q0.20 (-0.2575),3,"dbp_delta,glucose_lab_std,platelets_slope","perfusion,other,organ_failure",3,1159,0.09158435401027262,0.15530629853321828,0.4969801553062985,-0.34167385677308026,-0.37721879573691713,-0.3061289178092434,3.5231363121379874e-79,134.930912434048,8.331578947368422,8.0,6.4231974431277516e-77,-34.167385677308026,-37.721879573691716,-30.61289178092434,34.167385677308026,True
R157-195-284,dbp_delta <= q0.35 (-8.606) AND glucose_lab_std <= q0.20 (0) AND lactate_slope > q0.65 (0.0002952),3,"dbp_delta,glucose_lab_std,lactate_slope","perfusion,other,perfusion",2,1759,0.13899644409324377,0.18362706083001706,0.480955088118249,-0.29732802728823193,-0.32686773874604585,-0.267788315830418,1.2368838904366166e-86,134.6767180949119,8.959295054007958,8.3,8.96740820566547e-84,-29.732802728823195,-32.68677387460458,-26.7788315830418,29.732802728823195,True
R157-196-284,dbp_delta <= q0.35 (-8.606) AND glucose_lab_std <= q0.35 (0) AND lactate_slope > q0.65 (0.0002952),3,"dbp_delta,glucose_lab_std,lactate_slope","perfusion,other,perfusion",2,1759,0.13899644409324377,0.18362706083001706,0.480955088118249,-0.29732802728823193,-0.32686773874604585,-0.267788315830418,1.2368838904366166e-86,134.6767180949119,8.959295054007958,8.3,8.96740820566547e-84,-29.732802728823195,-32.68677387460458,-26.7788315830418,29.732802728823195,True
R171-195-260,dbp_median > q0.65 (72) AND glucose_lab_std <= q0.20 (0) AND hemoglobin_slope <= q0.20 (-0.01479),3,"dbp_median,glucose_lab_std,hemoglobin_slope","perfusion,other,anemia",3,1074,0.08486764124851837,0.16759776536312848,0.5195530726256983,-0.3519553072625698,-0.38926307776044244,-0.31464753676469714,2.471100131642373e-76,133.79739206316773,7.897392923649908,7.7,2.8664761527051524e-74,-35.195530726256976,-38.92630777604425,-31.464753676469716,35.195530726256976,True
R171-196-260,dbp_median > q0.65 (72) AND glucose_lab_std <= q0.35 (0) AND hemoglobin_slope <= q0.20 (-0.01479),3,"dbp_median,glucose_lab_std,hemoglobin_slope","perfusion,other,anemia",3,1074,0.08486764124851837,0.16759776536312848,0.5195530726256983,-0.3519553072625698,-0.38926307776044244,-0.31464753676469714,2.471100131642373e-76,133.79739206316773,7.897392923649908,7.7,2.8664761527051524e-74,-35.195530726256976,-38.92630777604425,-31.464753676469716,35.195530726256976,True
R196-284,glucose_lab_std <= q0.35 (0) AND lactate_slope > q0.65 (0.0002952),2,"glucose_lab_std,lactate_slope","other,perfusion",2,2164,0.1709996048992493,0.20055452865064696,0.466728280961183,-0.2661737523105361,-0.29312685310182274,-0.23922065151924946,1.819183693685539e-83,133.7265408452359,9.088308687615527,8.3,7.536618159554376e-81,-26.617375231053607,-29.312685310182275,-23.922065151924947,26.617375231053607,True
R195-284,glucose_lab_std <= q0.20 (0) AND lactate_slope > q0.65 (0.0002952),2,"glucose_lab_std,lactate_slope","other,perfusion",2,2164,0.1709996048992493,0.20055452865064696,0.466728280961183,-0.2661737523105361,-0.29312685310182274,-0.23922065151924946,1.819183693685539e-83,133.7265408452359,9.088308687615527,8.3,7.536618159554376e-81,-26.617375231053607,-29.312685310182275,-23.922065151924947,26.617375231053607,True
R157-196-260,dbp_delta <= q0.35 (-8.606) AND glucose_lab_std <= q0.35 (0) AND hemoglobin_slope <= q0.20 (-0.01479),3,"dbp_delta,glucose_lab_std,hemoglobin_slope","perfusion,other,anemia",3,1054,0.08328723824575267,0.1650853889943074,0.5180265654648957,-0.35294117647058826,-0.3905228123085648,-0.31535954063261173,1.154691876311719e-75,132.91702852000654,7.908159392789375,7.7,1.1959308718942803e-73,-35.294117647058826,-39.05228123085648,-31.535954063261173,35.294117647058826,True
R157-195-260,dbp_delta <= q0.35 (-8.606) AND glucose_lab_std <= q0.20 (0) AND hemoglobin_slope <= q0.20 (-0.01479),3,"dbp_delta,glucose_lab_std,hemoglobin_slope","perfusion,other,anemia",3,1054,0.08328723824575267,0.1650853889943074,0.5180265654648957,-0.35294117647058826,-0.3905228123085648,-0.31535954063261173,1.154691876311719e-75,132.91702852000654,7.908159392789375,7.7,1.1959308718942803e-73,-35.294117647058826,-39.05228123085648,-31.535954063261173,35.294117647058826,True
R195-261-408,glucose_lab_std <= q0.20 (0) AND hemoglobin_slope <= q0.35 (-0.006063) AND platelets_slope <= q0.35 (-0.07924),3,"glucose_lab_std,hemoglobin_slope,platelets_slope","other,anemia,organ_failure",3,1631,0.12888186487554326,0.19190680564071122,0.47455548743102394,-0.2826486817903127,-0.3135126238900342,-0.25178473969059123,4.845014005859223e-72,132.41339906748775,8.110852237890864,7.9,3.4269611260955485e-70,-28.26486817903127,-31.35126238900342,-25.178473969059123,28.26486817903127,True
R196-261-408,glucose_lab_std <= q0.35 (0) AND hemoglobin_slope <= q0.35 (-0.006063) AND platelets_slope <= q0.35 (-0.07924),3,"glucose_lab_std,hemoglobin_slope,platelets_slope","other,anemia,organ_failure",3,1631,0.12888186487554326,0.19190680564071122,0.47455548743102394,-0.2826486817903127,-0.3135126238900342,-0.25178473969059123,4.845014005859223e-72,132.41339906748775,8.110852237890864,7.9,3.4269611260955485e-70,-28.26486817903127,-31.35126238900342,-25.178473969059123,28.26486817903127,True
R196-288-408,glucose_lab_std <= q0.35 (0) AND lactate_std > q0.65 (0.3523) AND platelets_slope <= q0.35 (-0.07924),3,"glucose_lab_std,lactate_std,platelets_slope","other,perfusion,organ_failure",3,1422,0.11236665349664164,0.1751054852320675,0.4760900140646976,-0.30098452883263005,-0.33360451360029036,-0.26836454406496973,4.190075634394251e-73,131.65942681585545,8.416947960618847,8.1,3.919748174110751e-71,-30.098452883263004,-33.36045136002904,-26.836454406496973,30.098452883263004,True
R195-288-408,glucose_lab_std <= q0.20 (0) AND lactate_std > q0.65 (0.3523) AND platelets_slope <= q0.35 (-0.07924),3,"glucose_lab_std,lactate_std,platelets_slope","other,perfusion,organ_failure",3,1422,0.11236665349664164,0.1751054852320675,0.4760900140646976,-0.30098452883263005,-0.33360451360029036,-0.26836454406496973,4.190075634394251e-73,131.65942681585545,8.416947960618847,8.1,3.919748174110751e-71,-30.098452883263004,-33.36045136002904,-26.836454406496973,30.098452883263004,True
R196-261-491,glucose_lab_std <= q0.35 (0) AND hemoglobin_slope <= q0.35 (-0.006063) AND resp_rate_std <= q0.35 (1.78),3,"glucose_lab_std,hemoglobin_slope,resp_rate_std","other,anemia,respiratory",3,1319,0.10422757803239827,0.18043972706595907,0.4927975739196361,-0.312357846853677,-0.3463972618384114,-0.2783184318689426,2.5236120376458737e-72,131.59300593695653,8.111902956785443,7.9,2.090992831192295e-70,-31.2357846853677,-34.63972618384114,-27.83184318689426,31.2357846853677,True
R195-261-491,glucose_lab_std <= q0.20 (0) AND hemoglobin_slope <= q0.35 (-0.006063) AND resp_rate_std <= q0.35 (1.78),3,"glucose_lab_std,hemoglobin_slope,resp_rate_std","other,anemia,respiratory",3,1319,0.10422757803239827,0.18043972706595907,0.4927975739196361,-0.312357846853677,-0.3463972618384114,-0.2783184318689426,2.5236120376458737e-72,131.59300593695653,8.111902956785443,7.9,2.090992831192295e-70,-31.2357846853677,-34.63972618384114,-27.83184318689426,31.2357846853677,True
R352-408-491,mbp_median > q0.65 (89) AND platelets_slope <= q0.35 (-0.07924) AND resp_rate_std <= q0.35 (1.78),3,"mbp_median,platelets_slope,resp_rate_std","perfusion,organ_failure,respiratory",3,1506,0.11900434610825761,0.1952191235059761,0.48738379814077026,-0.2921646746347942,-0.3243838052679893,-0.259945544001599,1.1363867465882473e-70,131.52193198207468,8.675564409030546,8.2,6.102817713159106e-69,-29.216467463479418,-32.43838052679893,-25.994554400159902,29.216467463479418,True
R195-261-285,glucose_lab_std <= q0.20 (0) AND hemoglobin_slope <= q0.35 (-0.006063) AND lactate_slope > q0.80 (0.002694),3,"glucose_lab_std,hemoglobin_slope,lactate_slope","other,anemia,perfusion",3,1215,0.0960094824180166,0.17530864197530865,0.49958847736625517,-0.3242798353909465,-0.35960082875008115,-0.2889588420318119,2.1462120878599556e-72,131.11913396671392,8.068559670781893,7.9,1.830592663174668e-70,-32.427983539094654,-35.96008287500811,-28.89588420318119,32.427983539094654,True
R196-261-285,glucose_lab_std <= q0.35 (0) AND hemoglobin_slope <= q0.35 (-0.006063) AND lactate_slope > q0.80 (0.002694),3,"glucose_lab_std,hemoglobin_slope,lactate_slope","other,anemia,perfusion",3,1215,0.0960094824180166,0.17530864197530865,0.49958847736625517,-0.3242798353909465,-0.35960082875008115,-0.2889588420318119,2.1462120878599556e-72,131.11913396671392,8.068559670781893,7.9,1.830592663174668e-70,-32.427983539094654,-35.96008287500811,-28.89588420318119,32.427983539094654,True
R352-408-473,mbp_median > q0.65 (89) AND platelets_slope <= q0.35 (-0.07924) AND resp_rate_max <= q0.35 (20),3,"mbp_median,platelets_slope,resp_rate_max","perfusion,organ_failure,respiratory",3,1586,0.12532595811932043,0.1935687263556116,0.47730138713745274,-0.2837326607818411,-0.3150759978807068,-0.25238932368297545,1.9620771958333415e-70,131.07471180842643,8.689974779319042,8.3,1.034549794166671e-68,-28.373266078184113,-31.507599788070678,-25.238932368297544,28.373266078184113,True
R195-408,glucose_lab_std <= q0.20 (0) AND platelets_slope <= q0.35 (-0.07924),2,"glucose_lab_std,platelets_slope","other,organ_failure",2,1951,0.15416831291979455,0.1875961045617632,0.4618144541260892,-0.274218349564326,-0.30231601264786795,-0.24612068648078406,1.4604007266773523e-81,130.81239672467171,8.424961558175294,8.1,4.235162107364322e-79,-27.4218349564326,-30.231601264786796,-24.612068648078406,27.4218349564326,True
